z,ang,flow,time,delflow,Cy,Cx,Cz
225,-0.7381216,0,1609864203,0.0,-0.0015716400952895358,0.12198987641362244,0.36000000000000004
225,0.04695144,0,1609864256,0.0,9.997376923051243e-05,0.12199995903788437,0.36000000000000004
225,-0.1279379,0,1609864307,0.0,-0.00027241815997655486,0.1219996958534984,0.36000000000000004
225,-0.2763178,0,1609864357,0.0,-0.0005883616771151342,0.12199858126444299,0.36000000000000004
225,-0.4077496,0,1609864408,0.0,-0.0008682145827437302,0.12199691063071355,0.36000000000000004
225,-0.5225499,0,1609864458,0.0,-0.0011126509589441471,0.12199492615614618,0.36000000000000004
225,-0.6649303,0,1609864508,0.0,-0.0014158054289199514,0.12199178453890837,0.36000000000000004
225,-0.79553,0,1609864559,0.0,-0.0016938689454330843,0.12198824044962571,0.36000000000000004
225,-0.9460172,0,1609864609,0.0,-0.0020142644969606332,0.12198337074591882,0.36000000000000004
225,-1.070521,0,1609864659,0.0,-0.002279329548785017,0.12197870575148777,0.36000000000000004
225,-1.206964,0,1609864709,0.0,-0.002569800411686199,0.12197293193919746,0.36000000000000004
225,-1.339661,0,1609864759,0.0,-0.0028522825235342496,0.12196665316555153,0.36000000000000004
225,-1.45333,0,1609864809,0.0,-0.0030942461885088875,0.12196075450949333,0.36000000000000004
225,-1.602983,0,1609864859,0.0,-0.003412789150154443,0.1219522565195765,0.36000000000000004
225,-1.741082,0,1609864910,0.0,-0.003706718310792308,0.12194367650421417,0.36000000000000004
225,-1.87847,0,1609864960,0.0,-0.0039991128177968805,0.12193443769776663,0.36000000000000004
225,-2.013339,0,1609865010,0.0,-0.004286123935081071,0.12192468635027578,0.36000000000000004
225,-2.144367,0,1609865061,0.0,-0.00456493839329643,0.12191456573135717,0.36000000000000004
225,-2.287661,0,1609865111,0.0,-0.00486982628814063,0.12190276777794395,0.36000000000000004
225,-2.431432,0,1609865161,0.0,-0.005175698486076784,0.1218901642675947,0.36000000000000004
225,-3.802784,0,1609865212,0.0,-0.008091330782307754,0.1217313861178426,0.36000000000000004
225,-4.544622,0,1609865253,0.0,-0.009666727570732189,0.12161642314290141,0.36000000000000004
225,-4.967925,0,1609865304,0.0,-0.010564961493036849,0.1215416866291177,0.36000000000000004
225,-5.248299,0,1609865354,0.0,-0.01115959072415551,0.12148853252414131,0.36000000000000004
225,-5.449,0,1609865404,0.0,-0.01158508275038254,0.12144869640167731,0.36000000000000004
225,-5.663395,0,1609865454,0.0,-0.012039449297010136,0.12140449604781826,0.36000000000000004
225,-5.846346,0,1609865505,0.0,-0.012427043632924586,0.1213654340681291,0.36000000000000004
225,-6.011541,0,1609865555,0.0,-0.012776911910130858,0.1213291000627663,0.36000000000000004
225,-6.155778,0,1609865605,0.0,-0.01308230625853295,0.12129655091121903,0.36000000000000004
225,-6.29717,0,1609865656,0.0,-0.01338159640382611,0.12126389766820588,0.36000000000000004
225,-6.456819,0,1609865706,0.0,-0.013719433828124851,0.12122614047900603,0.36000000000000004
225,-6.593263,0,1609865757,0.0,-0.014008082226136314,0.12119312535101075,0.36000000000000004
225,-6.746882,0,1609865808,0.0,-0.014332969325606727,0.12115513191900382,0.36000000000000004
225,-6.888384,0,1609865858,0.0,-0.014632139208056607,0.12111936468705593,0.36000000000000004
225,-7.035126,0,1609865908,0.0,-0.014942293445761982,0.12108149266746235,0.36000000000000004
225,-7.181595,0,1609865959,0.0,-0.015251772932314837,0.1210428990995387,0.36000000000000004
225,-7.319544,0,1609866009,0.0,-0.015543159105533137,0.12100582715315854,0.36000000000000004
225,-7.425975,0,1609866057,0.0,-0.01576790912075435,0.12097674587274874,0.36000000000000004
225,-7.569478,0,1609866107,0.0,-0.016070857685719097,0.12093687416683699,0.36000000000000004
225,-7.715048,0,1609866158,0.0,-0.016378066874792468,0.1208956530461076,0.36000000000000004
225,-7.867007,0,1609866208,0.0,-0.01669864651940288,0.12085179024085672,0.36000000000000004
225,-11.57806,0,1609866260,0.0,-0.024485741883948628,0.11951756542196065,0.36000000000000004
225,-11.52115,0,1609866310,0.0,-0.024367016985918727,0.11954182733758066,0.36000000000000004
225,-11.50448,0,1609866361,0.0,-0.02433223569240141,0.11954891177342196,0.36000000000000004
225,-11.54834,0,1609866412,0.0,-0.024423743414728742,0.11953025038713629,0.36000000000000004
225,-11.63056,0,1609866462,0.0,-0.024595245278594167,0.11949507901870181,0.36000000000000004
225,-11.70867,0,1609866503,0.0,-0.024758127227168584,0.11946143786261461,0.36000000000000004
225,-11.82993,0,1609866553,0.0,-0.025010898136114335,0.11940877260245544,0.36000000000000004
225,-11.9463,0,1609866603,0.0,-0.025253370334666705,0.1193577282237735,0.36000000000000004
225,-12.0783,0,1609866654,0.0,-0.025528283538938278,0.11929923193195995,0.36000000000000004
225,-12.23354,0,1609866704,0.0,-0.025851424640746582,0.11922962653654419,0.36000000000000004
225,-12.37431,0,1609866754,0.0,-0.026144281589865155,0.11916575237940571,0.36000000000000004
225,-12.49284,0,1609866806,0.0,-0.02639074828056147,0.11911141173368756,0.36000000000000004
225,-12.61553,0,1609866856,0.0,-0.02664574614172501,0.11905462701025418,0.36000000000000004
225,-12.73966,0,1609866907,0.0,-0.02690361254246135,0.11899662025522033,0.36000000000000004
225,-12.83929,0,1609866957,0.0,-0.027110491599891227,0.11894965844932985,0.36000000000000004
225,-12.95484,0,1609867007,0.0,-0.02735032540643377,0.11889474210478015,0.36000000000000004
225,-13.05875,0,1609867057,0.0,-0.027565904440793362,0.1188449448330094,0.36000000000000004
225,-13.16483,0,1609867108,0.0,-0.027785891980247765,0.11879370440752322,0.36000000000000004
